Bitsize: 8 Input size: 26 Time: 0.10866880416870117
Bitsize: 10 Input size: 26 Time: 0.09571480751037598
Bitsize: 12 Input size: 82 Time: 0.09513020515441895
Bitsize: 14 Input size: 185 Time: 0.08269619941711426
Bitsize: 16 Input size: 507 Time: 0.0813143253326416
Bitsize: 18 Input size: 374 Time: 0.07896280288696289
Bitsize: 20 Input size: 1875 Time: 0.11075019836425781
Bitsize: 22 Input size: 1826 Time: 0.11050748825073242
Bitsize: 24 Input size: 4689 Time: 0.17210698127746582
Bitsize: 26 Input size: 8075 Time: 0.24579977989196777
Bitsize: 28 Input size: 8075 Time: 0.24541497230529785
Bitsize: 30 Input size: 9272 Time: 0.2724006175994873
Bitsize: 32 Input size: 107591 Time: 2.4276106357574463
Bitsize: 34 Input size: 192329 Time: 4.291881561279297
Bitsize: 36 Input size: 411642 Time: 9.093996286392212
Bitsize: 38 Input size: 441250 Time: 9.783114433288574
Bitsize: 40 Input size: 1019603 Time: 24.382437467575073
Bitsize: 42 Input size: 2906362 Time: 65.65489792823792
Bitsize: 44 Input size: 9202970 Time: 202.42133164405823
Bitsize: 46 Input size: 9580049 Time: 211.19003796577454
Bitsize: 48 Input size: 43932884 Time: 1024.2399923801422
Bitsize: 50 Input size: 62247955 Time: 1447.2833378314972
